,areaid,areaname,districtid,districtname,areaid0,areaname0,districtid0,districtname0,pharmagroup,clientdunsno,customerlocationname,custcol_8,parentptsdunsno,custcol_6,parentshipperlocationname,productcode,producttypedesc,weekid,weekdesc,monthid,monthdesc,mailclasscode,svcstddaytimecode,mailclasssrvcstddesc,ontimevolume,totalcount,failedcount
8677,10,CENTRAL,15,ILLINOIS 2,5,WESTPAC,1081,AZ-NM,PBM - We-- Care,902372655,PBM - We-- Care,902372655,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5597,2022-07-30,1295,JUL 2022,FC,4D  ,First Class - 4 Day,9,9,0
8678,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,20,TEXAS 1,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5588,2022-05-28,1294,JUN 2022,PM,2D  ,Priority Mail - 2 Day,1,1,0
8679,10,CENTRAL,16,OHIO 2,7,SOUTHERN,1463,TENNESSEE,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5599,2022-08-13,1296,AUG 2022,PM,3D  ,Priority Mail - 3 Day,53,55,2
8680,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,59,LOUISIANA,OPTUM RX SA_HDP,902746718,OPTUM RX SA_HDP,902746718,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5585,2022-05-07,1293,MAY 2022,FC,3D  ,First Class - 3 Day,26,27,1
8681,10,CENTRAL,72,KS-MO,5,WESTPAC,63,CALIFORNIA 6,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5599,2022-08-13,1296,AUG 2022,FC,3D  ,First Class - 3 Day,40,44,4
8682,10,CENTRAL,16,OHIO 2,2,ATLANTIC,1309,NEW YORK 1,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5557,2021-10-23,1286,OCT 2021,PM,3D  ,Priority Mail - 3 Day,12,12,0
8683,10,CENTRAL,14,ILLINOIS 1,2,ATLANTIC,57,DE-PA 2 DISTRICT,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5557,2021-10-23,1286,OCT 2021,PM,2D  ,Priority Mail - 2 Day,31,46,15
8684,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,40,KY-WV,OPTUM RX CH_HDP,902746628,OPTUM RX CH_HDP,902746628,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5589,2022-06-04,1294,JUN 2022,FC,3D  ,First Class - 3 Day,672,735,63
8685,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,15,ILLINOIS 2,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5587,2022-05-21,1293,MAY 2022,PM,1D  ,Priority Mail - 1 Day,43,45,2
8686,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1497,FLORIDA 1,HDP,902575881,HDP,902575881,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5606,2022-10-01,1298,OCT 2022,PM,2D  ,Priority Mail - 2 Day,60,65,5
8687,10,CENTRAL,72,KS-MO,5,WESTPAC,38,CALIFORNIA 5,HDP,902205142,HDP,902205142,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5608,2022-10-15,1298,OCT 2022,FC,4D  ,First Class - 4 Day,25,25,0
8688,10,CENTRAL,72,KS-MO,10,CENTRAL,31,MICHIGAN 2,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5606,2022-10-01,1298,OCT 2022,PM,3D  ,Priority Mail - 3 Day,7,7,0
8689,10,CENTRAL,72,KS-MO,5,WESTPAC,38,CALIFORNIA 5,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5598,2022-08-06,1296,AUG 2022,FC,4D  ,First Class - 4 Day,76,80,4
8690,10,CENTRAL,16,OHIO 2,10,CENTRAL,46,WISCONSIN,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,FC ,First-Class                                       ,5561,2021-11-20,1287,NOV 2021,FC,3D  ,First Class - 3 Day,306,313,7
8691,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,33,TEXAS 2,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5607,2022-10-08,1298,OCT 2022,FC,2D  ,First Class - 2 Day,1229,1263,34
8692,5,WESTPAC,1081,AZ-NM,7,SOUTHERN,1471,AL-MS,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,FC ,First-Class                                       ,5593,2022-07-02,1295,JUL 2022,FC,4D  ,First Class - 4 Day,783,811,28
8693,10,CENTRAL,72,KS-MO,7,SOUTHERN,33,TEXAS 2,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5595,2022-07-16,1295,JUL 2022,PM,3D  ,Priority Mail - 3 Day,4,4,0
8694,2,ATLANTIC,74,VIRGINIA,2,ATLANTIC,57,DE-PA 2 DISTRICT,KAISER PERMANENTE - MAS REGION - EVS,902072113,KAISER PERMANENTE - MAS REGION - EVS,902072113,902072110,902072110,KAISER PERMANENTE - MAS REGION - EVS,FC ,First-Class                                       ,5605,2022-09-24,1297,SEP 2022,FC,2D  ,First Class - 2 Day,83,85,2
8695,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,64,CALIFORNIA 1,OPTUM RX SA_HDP,902746720,OPTUM RX SA_HDP,902746720,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5575,2022-02-26,1290,FEB 2022,FC,3D  ,First Class - 3 Day,238,242,4
8696,5,WESTPAC,73,WASHINGTON,2,ATLANTIC,2294,NORTH CAROLINA,HDP,902293987,HDP,902293987,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5606,2022-10-01,1298,OCT 2022,FC,3D  ,First Class - 3 Day,0,1,1
8697,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1507,GEORGIA,OPTUMRX OV_HDP,902746690,OPTUMRX OV_HDP,902746690,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5597,2022-07-30,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,22,22,0
8698,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,15,ILLINOIS 2,OPTUMRX OV_HDP,902746689,OPTUMRX OV_HDP,902746689,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5588,2022-05-28,1293,MAY 2022,FC,3D  ,First Class - 3 Day,388,487,99
8699,10,CENTRAL,72,KS-MO,7,SOUTHERN,1507,GEORGIA,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5593,2022-07-02,1295,JUL 2022,FC,3D  ,First Class - 3 Day,109,120,11
8700,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,53,AR-OK,HDP,902205135,HDP,902205135,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5582,2022-04-16,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,4,6,2
8701,5,WESTPAC,1080,NV-UT,5,WESTPAC,1080,NV-UT,OPTUM RX SA_HDP,902746718,OPTUM RX SA_HDP,902746718,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,2D  ,First Class - 2 Day,1,1,0
8702,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,89,CO-WY,OPTUM RX SA_HDP,902746720,OPTUM RX SA_HDP,902746720,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5565,2021-12-18,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,0,1,1
8703,10,CENTRAL,14,ILLINOIS 1,2,ATLANTIC,1297,NEW YORK 2,PBM - We-- Care,902372655,PBM - We-- Care,902372655,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5608,2022-10-15,1298,OCT 2022,FC,3D  ,First Class - 3 Day,1,1,0
8704,7,SOUTHERN,1497,FLORIDA 1,2,ATLANTIC,74,VIRGINIA,OPTUMRX OV_HDP,902746692,OPTUMRX OV_HDP,902746692,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5559,2021-11-06,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,2,2,0
8705,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1463,TENNESSEE,OPTUM RX CA_HDP,902746620,OPTUM RX CA_HDP,902746620,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5580,2022-04-02,1292,APR 2022,FC,3D  ,First Class - 3 Day,80,105,25
8706,10,CENTRAL,16,OHIO 2,10,CENTRAL,55,MN-ND,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5564,2021-12-11,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,83,102,19
8707,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,1309,NEW YORK 1,OPTUM RX PB_HDP,902746704,OPTUM RX PB_HDP,902746704,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5594,2022-07-09,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,4,4,0
8708,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,72,KS-MO,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5589,2022-06-04,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
8709,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,1471,AL-MS,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5576,2022-03-05,1291,MAR 2022,FC,3D  ,First Class - 3 Day,4,4,0
8710,10,CENTRAL,72,KS-MO,2,ATLANTIC,68,ME-NH-VT,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5583,2022-04-23,1292,APR 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
8711,7,SOUTHERN,79,TEXAS 3,2,ATLANTIC,74,VIRGINIA,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5589,2022-06-04,1294,JUN 2022,FC,4D  ,First Class - 4 Day,12,12,0
8712,10,CENTRAL,72,KS-MO,2,ATLANTIC,28,CONNECTICUT,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5588,2022-05-28,1293,MAY 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
8713,2,ATLANTIC,60,PENNSYLVANIA 1,10,CENTRAL,40,KY-WV,CVS,999999188,CVS 02921 MONROLEVILLE,999999188,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5582,2022-04-16,1292,APR 2022,FC,2D  ,First Class - 2 Day,6,6,0
8714,2,ATLANTIC,2294,NORTH CAROLINA,2,ATLANTIC,2294,NORTH CAROLINA,OPTUM RX CH_HDP,902746629,OPTUM RX CH_HDP,902746629,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5585,2022-05-07,1293,MAY 2022,FC,2D  ,First Class - 2 Day,2285,2455,170
8715,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,15,ILLINOIS 2,OPTUM RX CH_HDP,902746629,OPTUM RX CH_HDP,902746629,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5590,2022-06-11,1294,JUN 2022,PM,2D  ,Priority Mail - 2 Day,20,28,8
8716,10,CENTRAL,72,KS-MO,5,WESTPAC,63,CALIFORNIA 6,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5592,2022-06-25,1294,JUN 2022,PM,2D  ,Priority Mail - 2 Day,23,23,0
8717,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,53,AR-OK,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5560,2021-11-13,1287,NOV 2021,PM,2D  ,Priority Mail - 2 Day,315,361,46
8718,5,WESTPAC,1081,AZ-NM,5,WESTPAC,73,WASHINGTON,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5605,2022-09-24,1297,SEP 2022,PM,2D  ,Priority Mail - 2 Day,490,506,16
8719,10,CENTRAL,72,KS-MO,5,WESTPAC,22,HAWAII,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5591,2022-06-18,1294,JUN 2022,FC,4D  ,First Class - 4 Day,5,5,0
8720,5,WESTPAC,1081,AZ-NM,5,WESTPAC,1081,AZ-NM,CVS,999999176,CVS 02139 PHOENIX,999999176,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5607,2022-10-08,1298,OCT 2022,FC,2D  ,First Class - 2 Day,5,5,0
8721,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1482,FLORIDA 2,HDP,902205127,HDP,902205127,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5568,2022-01-08,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,7,7,0
8722,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,59,LOUISIANA,OPTUMRX OV_HDP,902746690,OPTUMRX OV_HDP,902746690,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5579,2022-03-26,1291,MAR 2022,FC,3D  ,First Class - 3 Day,794,797,3
8723,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,65,ID-MT-OR,HDP,902205127,HDP,902205127,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5575,2022-02-26,1290,FEB 2022,PM,3D  ,Priority Mail - 3 Day,5,5,0
8724,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,1084,SOUTH CAROLINA,PBM - We-- Care,902372654,PBM - We-- Care,902372654,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5567,2022-01-01,1289,JAN 2022,FC,3D  ,First Class - 3 Day,26,35,9
8725,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,53,AR-OK,OPTUMRX OV_HDP,902746692,OPTUMRX OV_HDP,902746692,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5592,2022-06-25,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,27,27,0
8726,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,70,CALIFORNIA 4,OPTUM RX CA_HDP,902746620,OPTUM RX CA_HDP,902746620,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5575,2022-02-26,1290,FEB 2022,FC,2D  ,First Class - 2 Day,46,51,5
8727,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,72,KS-MO,OPTUMRX OV_SMS,902746698,OPTUMRX OV_SMS,902746698,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5596,2022-07-23,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,0,1,1
8728,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,89,CO-WY,HDP,902541975,HDP,902541975,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5591,2022-06-18,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,32,35,3
8729,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1471,AL-MS,OPTUMRX OV_HDP,902746691,OPTUMRX OV_HDP,902746691,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5587,2022-05-21,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,28,29,1
8730,2,ATLANTIC,57,DE-PA 2 DISTRICT,5,WESTPAC,38,CALIFORNIA 5,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5567,2022-01-01,1289,JAN 2022,FC,3D  ,First Class - 3 Day,18,19,1
8731,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,89,CO-WY,HDP,901326076,HDP,901326076,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5579,2022-03-26,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,0,1,1
8732,10,CENTRAL,72,KS-MO,7,SOUTHERN,1471,AL-MS,CMOP LEAVENWORTH,901581567,CMOP LEAVENWORTH,901581567,901581565,901581565,GENCO,FC ,First-Class                                       ,5574,2022-02-19,1290,FEB 2022,FC,3D  ,First Class - 3 Day,224,280,56
8733,10,CENTRAL,72,KS-MO,5,WESTPAC,1080,NV-UT,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5607,2022-10-08,1298,OCT 2022,PM,2D  ,Priority Mail - 2 Day,22,22,0
8734,10,CENTRAL,72,KS-MO,10,CENTRAL,55,MN-ND,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5588,2022-05-28,1293,MAY 2022,FC,3D  ,First Class - 3 Day,25,26,1
8735,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,1471,AL-MS,HDP,902575881,HDP,902575881,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5564,2021-12-11,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,17,19,2
8736,2,ATLANTIC,2294,NORTH CAROLINA,10,CENTRAL,16,OHIO 2,OPTUM RX CH_HDP,902746629,OPTUM RX CH_HDP,902746629,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5592,2022-06-25,1294,JUN 2022,PM,2D  ,Priority Mail - 2 Day,71,75,4
8737,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,79,TEXAS 3,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5578,2022-03-19,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,79,81,2
8738,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,62,CALIFORNIA 2,HDP,902205127,HDP,902205127,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5584,2022-04-30,1292,APR 2022,FC,3D  ,First Class - 3 Day,23,27,4
8739,5,WESTPAC,73,WASHINGTON,5,WESTPAC,1081,AZ-NM,HDP,902293987,HDP,902293987,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5558,2021-10-30,1286,OCT 2021,FC,3D  ,First Class - 3 Day,96,96,0
8740,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,81,CALIFORNIA 3,HDP,902541978,HDP,902541978,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5556,2021-10-16,1286,OCT 2021,FC,3D  ,First Class - 3 Day,161,165,4
8741,7,SOUTHERN,79,TEXAS 3,2,ATLANTIC,60,PENNSYLVANIA 1,OPTUM RX SA_HDP,902746718,OPTUM RX SA_HDP,902746718,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5604,2022-09-17,1297,SEP 2022,FC,4D  ,First Class - 4 Day,30,30,0
8742,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,15,ILLINOIS 2,HDP,902293988,HDP,902293988,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5596,2022-07-23,1295,JUL 2022,FC,3D  ,First Class - 3 Day,717,844,127
8743,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1497,FLORIDA 1,OPTUM RX CH_HDP,902746628,OPTUM RX CH_HDP,902746628,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5585,2022-05-07,1293,MAY 2022,PM,3D  ,Priority Mail - 3 Day,3,3,0
8744,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,60,PENNSYLVANIA 1,OPTUM RX PB_HDP,902746704,OPTUM RX PB_HDP,902746704,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5565,2021-12-18,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,2,2,0
8745,5,WESTPAC,73,WASHINGTON,5,WESTPAC,63,CALIFORNIA 6,OPTUM RX WV_HDP,902746733,OPTUM RX WV_HDP,902746733,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5592,2022-06-25,1295,JUL 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
8746,10,CENTRAL,72,KS-MO,2,ATLANTIC,1297,NEW YORK 2,CMOP LEAVENWORTH,901581567,CMOP LEAVENWORTH,901581567,901581565,901581565,GENCO,PM ,Priority Mail                                     ,5562,2021-11-27,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,1,1,0
8747,10,CENTRAL,72,KS-MO,10,CENTRAL,55,MN-ND,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5601,2022-08-27,1296,AUG 2022,FC,3D  ,First Class - 3 Day,61,64,3
8748,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,72,KS-MO,HDP,902293986,HDP,902293986,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5575,2022-02-26,1291,MAR 2022,FC,3D  ,First Class - 3 Day,551,613,62
8749,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,60,PENNSYLVANIA 1,OPTUM RX PB_HDP,902746704,OPTUM RX PB_HDP,902746704,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5563,2021-12-04,1288,DEC 2021,FC,2D  ,First Class - 2 Day,717,850,133
8750,5,WESTPAC,1081,AZ-NM,2,ATLANTIC,1,NEW YORK 3,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5589,2022-06-04,1294,JUN 2022,PM,2D  ,Priority Mail - 2 Day,82,86,4
8751,10,CENTRAL,72,KS-MO,7,SOUTHERN,79,TEXAS 3,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5567,2022-01-01,1289,JAN 2022,PM,2D  ,Priority Mail - 2 Day,10,11,1
8752,10,CENTRAL,72,KS-MO,10,CENTRAL,23,IA-NE-SD,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5589,2022-06-04,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,3,3,0
8753,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,1488,FLORIDA 3,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5580,2022-04-02,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,1,1,0
8754,5,WESTPAC,1081,AZ-NM,10,CENTRAL,23,IA-NE-SD,HUMANA,931508577,HUMANA - PHX (PMOD),931508577,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5607,2022-10-08,1298,OCT 2022,PM,3D  ,Priority Mail - 3 Day,253,258,5
8755,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,87,ALASKA,HDP,902541976,HDP,902541976,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5581,2022-04-09,1292,APR 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
8756,5,WESTPAC,64,CALIFORNIA 1,5,WESTPAC,81,CALIFORNIA 3,CVS,999999158,CVS 02708 SAN FRAN,999999158,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5573,2022-02-12,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,1,1,0
8757,2,ATLANTIC,1317,NEW JERSEY,10,CENTRAL,31,MICHIGAN 2,HDP,902293956,HDP,902293956,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5592,2022-06-25,1294,JUN 2022,FC,3D  ,First Class - 3 Day,1267,1555,288
8758,10,CENTRAL,72,KS-MO,7,SOUTHERN,1471,AL-MS,OPTUM RX OP_HDP,902746684,OPTUM RX OP_HDP,902746684,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5597,2022-07-30,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,0,1,1
8759,10,CENTRAL,16,OHIO 2,5,WESTPAC,81,CALIFORNIA 3,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,FC ,First-Class                                       ,5571,2022-01-29,1289,JAN 2022,FC,3D  ,First Class - 3 Day,210,217,7
8760,5,WESTPAC,63,CALIFORNIA 6,7,SOUTHERN,1507,GEORGIA,HDP,902205127,HDP,902205127,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5559,2021-11-06,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,7,7,0
8761,10,CENTRAL,72,KS-MO,5,WESTPAC,70,CALIFORNIA 4,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5559,2021-11-06,1287,NOV 2021,FC,3D  ,First Class - 3 Day,9,9,0
8762,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,68,ME-NH-VT,OPTUM RX PB_HDP,902746704,OPTUM RX PB_HDP,902746704,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5580,2022-04-02,1292,APR 2022,PM,3D  ,Priority Mail - 3 Day,13,13,0
